date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:14:06	105657/105657	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:55:40%20GMT	https://chadcat.io/assets/img/x.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/x.png	(from https://chadcat.io/)
03:14:06	5281/5281	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2016:54:50%20GMT	https://chadcat.io/assets/img/logo_bitmart.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/logo_bitmart.svg	(from https://chadcat.io/)
03:14:06	5943/5943	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2016:56:56%20GMT	https://chadcat.io/assets/img/animation/why1.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/animation/why1.svg	(from https://chadcat.io/)
03:14:07	988/988	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2016:56:55%20GMT	https://chadcat.io/assets/img/animation/white-shape.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/animation/white-shape.svg	(from https://chadcat.io/)
03:14:07	994/994	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2016:56:56%20GMT	https://chadcat.io/assets/img/animation/why2.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/animation/why2.svg	(from https://chadcat.io/)
03:14:07	5957/5957	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2016:56:57%20GMT	https://chadcat.io/assets/img/animation/why3.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/animation/why3.svg	(from https://chadcat.io/)
03:14:07	519608/519608	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:55:18%20GMT	https://chadcat.io/assets/img/security.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/security.png	(from https://chadcat.io/)
03:14:08	731260/731260	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:54:28%20GMT	https://chadcat.io/assets/img/bully.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/bully.png	(from https://chadcat.io/)
03:14:08	968780/968780	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:54:32%20GMT	https://chadcat.io/assets/img/charming.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/charming.png	(from https://chadcat.io/)
03:14:08	573096/573096	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:54:35%20GMT	https://chadcat.io/assets/img/gamer2.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/gamer2.png	(from https://chadcat.io/)
03:14:08	380344/380344	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:54:26%20GMT	https://chadcat.io/assets/img/cartun2.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/cartun2.png	(from https://chadcat.io/)
03:14:08	5941/5941	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2016:54:37%20GMT	https://chadcat.io/assets/img/how1.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/how1.svg	(from https://chadcat.io/)
03:14:09	634/634	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2016:56:51%20GMT	https://chadcat.io/assets/img/animation/6.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/animation/6.svg	(from https://chadcat.io/)
03:14:09	2479/2479	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2026%20Jun%202024%2023:26:39%20GMT	https://chadcat.io/assets/img/MetaMask_Fox.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/MetaMask_Fox.svg	(from https://chadcat.io/)
03:14:09	2434/2434	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:54:39%20GMT	https://chadcat.io/assets/img/icons1.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/icons1.png	(from https://chadcat.io/)
03:14:09	39470/39470	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2016:55:05%20GMT	https://chadcat.io/assets/img/pinksale.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/pinksale.svg	(from https://chadcat.io/)
03:14:09	7115/7115	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:54:40%20GMT	https://chadcat.io/assets/img/icons2.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/icons2.png	(from https://chadcat.io/)
03:14:10	364807/364807	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:54:11%20GMT	https://chadcat.io/assets/img/78.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/78.png	(from https://chadcat.io/)
03:14:10	996/996	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2016:54:45%20GMT	https://chadcat.io/assets/img/line-orange.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/line-orange.svg	(from https://chadcat.io/)
03:14:10	718163/718163	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2023:48:50%20GMT	https://chadcat.io/assets/img/012_2.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/012_2.svg	(from https://chadcat.io/)
03:14:10	7672/7672	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:55:06%20GMT	https://chadcat.io/assets/img/red-line.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/red-line.png	(from https://chadcat.io/)
03:14:10	7593/7593	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:54:11%20GMT	https://chadcat.io/assets/img/arrow.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/arrow.png	(from https://chadcat.io/)
03:14:11	1241/1241	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2016:57:02%20GMT	https://chadcat.io/assets/img/icon-1/check-1.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/icon-1/check-1.svg	(from https://chadcat.io/)
03:14:11	1531/1531	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2016:57:03%20GMT	https://chadcat.io/assets/img/icon-1/not-check.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/icon-1/not-check.svg	(from https://chadcat.io/)
03:14:11	996/996	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2016:55:07%20GMT	https://chadcat.io/assets/img/red-line.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/red-line.svg	(from https://chadcat.io/)
03:14:12	210167/210167	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:55:19%20GMT	https://chadcat.io/assets/img/slider1.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/slider1.png	(from https://chadcat.io/)
03:14:12	257551/257551	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:55:21%20GMT	https://chadcat.io/assets/img/slider2.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/slider2.png	(from https://chadcat.io/)
03:14:12	302708/302708	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:55:22%20GMT	https://chadcat.io/assets/img/slider3.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/slider3.png	(from https://chadcat.io/)
03:14:12	290639/290639	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:55:24%20GMT	https://chadcat.io/assets/img/slider4.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/slider4.png	(from https://chadcat.io/)
03:14:12	5987490/5987490	---M--	200	added ('OK')	image/gif	date:Thu,%2027%20Jun%202024%2022:01:17%20GMT	https://chadcat.io/assets/img/chadcat_game.gif	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/chadcat_game.gif	(from https://chadcat.io/)
03:14:12	263899/263899	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:55:25%20GMT	https://chadcat.io/assets/img/slider5.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/slider5.png	(from https://chadcat.io/)
03:14:13	39933/39933	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:54:55%20GMT	https://chadcat.io/assets/img/p1.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/p1.png	(from https://chadcat.io/)
03:14:13	39334/39334	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202024%2021:24:38%20GMT	https://chadcat.io/assets/img/p4.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/p4.png	(from https://chadcat.io/)
03:14:13	39764/39764	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:55:00%20GMT	https://chadcat.io/assets/img/p5.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/p5.png	(from https://chadcat.io/)
03:14:13	101890/101890	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202024%2021:24:40%20GMT	https://chadcat.io/assets/img/p6.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/p6.png	(from https://chadcat.io/)
03:14:13	69550/69550	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:55:03%20GMT	https://chadcat.io/assets/img/p7.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/p7.png	(from https://chadcat.io/)
03:14:14	37166/37166	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jun%202024%2023:07:36%20GMT	https://chadcat.io/assets/img/p88.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/p88.png	(from https://chadcat.io/)
03:14:14	86066/86066	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:55:05%20GMT	https://chadcat.io/assets/img/p9.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/p9.png	(from https://chadcat.io/)
03:14:14	22064/22064	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202024%2016:54:57%20GMT	https://chadcat.io/assets/img/p10.png	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/img/p10.png	(from https://chadcat.io/)
03:14:14	97163/97163	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2016:55:51%20GMT	https://chadcat.io/assets/js/jquery.min.js	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/js/jquery.min.js	(from https://chadcat.io/)
03:14:15	18594/18594	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2016:55:54%20GMT	https://chadcat.io/assets/js/popper.js	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/js/popper.js	(from https://chadcat.io/)
03:14:15	10085/10085	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2016:55:53%20GMT	https://chadcat.io/assets/js/jquery.sticky.js	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/js/jquery.sticky.js	(from https://chadcat.io/)
03:14:15	11443/11443	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2016:55:49%20GMT	https://chadcat.io/assets/js/jquery.meanmenu.js	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/js/jquery.meanmenu.js	(from https://chadcat.io/)
03:14:15	146031/146031	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2016:55:57%20GMT	https://chadcat.io/assets/js/swiper-bundle.min.js	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/js/swiper-bundle.min.js	(from https://chadcat.io/)
03:14:15	60091/60091	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2016:55:48%20GMT	https://chadcat.io/assets/js/bootstrap.min.js	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/js/bootstrap.min.js	(from https://chadcat.io/)
03:14:16	2035/2035	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2016:55:51%20GMT	https://chadcat.io/assets/js/jquery.scrollUp.min.js	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/js/jquery.scrollUp.min.js	(from https://chadcat.io/)
03:14:16	9163/9163	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2016:55:49%20GMT	https://chadcat.io/assets/js/jquery.countdown.min.js	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/js/jquery.countdown.min.js	(from https://chadcat.io/)
03:14:16	4018/4018	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2016:55:47%20GMT	https://chadcat.io/assets/js/easing.js	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/js/easing.js	(from https://chadcat.io/)
03:14:16	8415/8415	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2016:55:56%20GMT	https://chadcat.io/assets/js/wow.min.js	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/js/wow.min.js	(from https://chadcat.io/)
03:14:16	4234/4234	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2016:55:53%20GMT	https://chadcat.io/assets/js/main.js	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/js/main.js	(from https://chadcat.io/)
03:14:17	304/304	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202024%2016:55:54%20GMT	https://chadcat.io/assets/js/select-navigation.js	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/js/select-navigation.js	(from https://chadcat.io/)
03:14:17	126428/126428	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2025%20Jun%202024%2016:56:02%20GMT	https://chadcat.io/assets/webfonts/fa-brands-400.eot	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-brands-400.eot	(from https://chadcat.io/assets/css/all.min.css)
03:14:18	126428/126428	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2025%20Jun%202024%2016:56:02%20GMT	https://chadcat.io/assets/webfonts/fa-brands-400.eot?	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-brands-400d41d.eot	(from https://chadcat.io/assets/css/all.min.css)
03:14:18	69644/69644	---M--	200	added ('OK')	font/woff2	date:Tue,%2025%20Jun%202024%2016:56:07%20GMT	https://chadcat.io/assets/webfonts/fa-brands-400.woff2	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-brands-400.woff2	(from https://chadcat.io/assets/css/all.min.css)
03:14:18	81612/81612	---M--	200	added ('OK')	font/woff	date:Tue,%2025%20Jun%202024%2016:56:07%20GMT	https://chadcat.io/assets/webfonts/fa-brands-400.woff	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-brands-400.woff	(from https://chadcat.io/assets/css/all.min.css)
03:14:19	126192/126192	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2025%20Jun%202024%2016:56:05%20GMT	https://chadcat.io/assets/webfonts/fa-brands-400.ttf	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-brands-400.ttf	(from https://chadcat.io/assets/css/all.min.css)
03:14:19	713575/713575	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2016:56:05%20GMT	https://chadcat.io/assets/webfonts/fa-brands-400.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-brands-400.svg	(from https://chadcat.io/assets/css/all.min.css)
03:14:19	405844/405844	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2025%20Jun%202024%2016:56:10%20GMT	https://chadcat.io/assets/webfonts/fa-light-300.eot	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-light-300.eot	(from https://chadcat.io/assets/css/all.min.css)
03:14:20	405844/405844	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2025%20Jun%202024%2016:56:10%20GMT	https://chadcat.io/assets/webfonts/fa-light-300.eot?	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-light-300d41d.eot	(from https://chadcat.io/assets/css/all.min.css)
03:14:20	145656/145656	---M--	200	added ('OK')	font/woff2	date:Tue,%2025%20Jun%202024%2016:56:19%20GMT	https://chadcat.io/assets/webfonts/fa-light-300.woff2	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-light-300.woff2	(from https://chadcat.io/assets/css/all.min.css)
03:14:20	191732/191732	---M--	200	added ('OK')	font/woff	date:Tue,%2025%20Jun%202024%2016:56:17%20GMT	https://chadcat.io/assets/webfonts/fa-light-300.woff	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-light-300.woff	(from https://chadcat.io/assets/css/all.min.css)
03:14:21	405628/405628	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2025%20Jun%202024%2016:56:14%20GMT	https://chadcat.io/assets/webfonts/fa-light-300.ttf	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-light-300.ttf	(from https://chadcat.io/assets/css/all.min.css)
03:14:21	1642239/1642239	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2016:56:17%20GMT	https://chadcat.io/assets/webfonts/fa-light-300.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-light-300.svg	(from https://chadcat.io/assets/css/all.min.css)
03:14:21	373744/373744	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2025%20Jun%202024%2016:56:21%20GMT	https://chadcat.io/assets/webfonts/fa-regular-400.eot	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-regular-400.eot	(from https://chadcat.io/assets/css/all.min.css)
03:14:22	373744/373744	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2025%20Jun%202024%2016:56:21%20GMT	https://chadcat.io/assets/webfonts/fa-regular-400.eot?	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-regular-400d41d.eot	(from https://chadcat.io/assets/css/all.min.css)
03:14:22	135488/135488	---M--	200	added ('OK')	font/woff2	date:Tue,%2025%20Jun%202024%2016:56:30%20GMT	https://chadcat.io/assets/webfonts/fa-regular-400.woff2	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-regular-400.woff2	(from https://chadcat.io/assets/css/all.min.css)
03:14:22	178504/178504	---M--	200	added ('OK')	font/woff	date:Tue,%2025%20Jun%202024%2016:56:27%20GMT	https://chadcat.io/assets/webfonts/fa-regular-400.woff	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-regular-400.woff	(from https://chadcat.io/assets/css/all.min.css)
03:14:23	373520/373520	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2025%20Jun%202024%2016:56:25%20GMT	https://chadcat.io/assets/webfonts/fa-regular-400.ttf	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-regular-400.ttf	(from https://chadcat.io/assets/css/all.min.css)
03:14:23	1491467/1491467	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jun%202024%2016:56:28%20GMT	https://chadcat.io/assets/webfonts/fa-regular-400.svg	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-regular-400.svg	(from https://chadcat.io/assets/css/all.min.css)
03:14:23	317116/317116	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2025%20Jun%202024%2016:56:32%20GMT	https://chadcat.io/assets/webfonts/fa-solid-900.eot	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-solid-900.eot	(from https://chadcat.io/assets/css/all.min.css)
03:14:24	317116/317116	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2025%20Jun%202024%2016:56:32%20GMT	https://chadcat.io/assets/webfonts/fa-solid-900.eot?	C:/Users/Nicom/Desktop/our%20website/chadcat.io/assets/webfonts/fa-solid-900d41d.eot	(from https://chadcat.io/assets/css/all.min.css)
